,reporttime,name,code,SW3,type,value(M)
7409,20211130,仁和药业,000650,中药,销售额,365
7410,20211231,仁和药业,000650,中药,销售额,305
7411,20220331,仁和药业,000650,中药,销售额,265
7412,20200930,仁和药业,000650,中药,销售额,213
7413,20210630,仁和药业,000650,中药,销售额,266
7414,20200331,仁和药业,000650,中药,销售额,137
7415,20220430,仁和药业,000650,中药,销售额,278
7417,20220131,仁和药业,000650,中药,销售额,281
7418,20210331,仁和药业,000650,中药,销售额,259
7419,20220228,仁和药业,000650,中药,销售额,289
7420,20221031,仁和药业,000650,中药,销售额,363
7421,20201231,仁和药业,000650,中药,销售额,218
7422,20210131,仁和药业,000650,中药,销售额,220
7424,20200630,仁和药业,000650,中药,销售额,149
7425,20210831,仁和药业,000650,中药,销售额,254
7426,20210930,仁和药业,000650,中药,销售额,297
7427,20200430,仁和药业,000650,中药,销售额,141
7428,20220831,仁和药业,000650,中药,销售额,346
7429,20210228,仁和药业,000650,中药,销售额,193
7430,20210531,仁和药业,000650,中药,销售额,241
7431,20200731,仁和药业,000650,中药,销售额,191
7432,20201130,仁和药业,000650,中药,销售额,262
7433,20220930,仁和药业,000650,中药,销售额,366
7434,20200229,仁和药业,000650,中药,销售额,132
7435,20220630,仁和药业,000650,中药,销售额,323
7437,20201031,仁和药业,000650,中药,销售额,218
7438,20221130,仁和药业,000650,中药,销售额,367
7439,20221231,仁和药业,000650,中药,销售额,358
7440,20230131,仁和药业,000650,中药,销售额,210
7441,20230228,仁和药业,000650,中药,销售额,271
7442,20230331,仁和药业,000650,中药,销售额,274
7443,20230430,仁和药业,000650,中药,销售额,284
7444,20230531,仁和药业,000650,中药,销售额,230
7445,20230630,仁和药业,000650,中药,销售额,245
7446,20230731,仁和药业,000650,中药,销售额,271
7447,20230731,仁和药业,000650,中药,销售额,271
7448,20230831,仁和药业,000650,中药,销售额,237
7449,20230930,仁和药业,000650,中药,销售额,265
7450,20211231,格力电器,000651,空调,销售额,1180
7452,20210430,格力电器,000651,空调,销售额,1283
7453,20200430,格力电器,000651,空调,销售额,1506
7454,20210228,格力电器,000651,空调,销售额,441
7456,20200630,格力电器,000651,空调,销售额,4626
7457,20200731,格力电器,000651,空调,销售额,2617
7458,20210331,格力电器,000651,空调,销售额,1440
7459,20221031,格力电器,000651,空调,销售额,923
7460,20210531,格力电器,000651,空调,销售额,2735
7461,20220831,格力电器,000651,空调,销售额,2676
7462,20201231,格力电器,000651,空调,销售额,1595
7463,20220630,格力电器,000651,空调,销售额,5707
7464,20200331,格力电器,000651,空调,销售额,907
7465,20210731,格力电器,000651,空调,销售额,4061
7466,20210831,格力电器,000651,空调,销售额,1745
7467,20200930,格力电器,000651,空调,销售额,828
7468,20220930,格力电器,000651,空调,销售额,806
7469,20200831,格力电器,000651,空调,销售额,1653
7470,20220531,格力电器,000651,空调,销售额,1573
7473,20210930,格力电器,000651,空调,销售额,1067
7474,20210131,格力电器,000651,空调,销售额,1373
7475,20211130,格力电器,000651,空调,销售额,2809
7476,20220131,格力电器,000651,空调,销售额,1094
7477,20220331,格力电器,000651,空调,销售额,1206
7478,20200131,格力电器,000651,空调,销售额,578
7479,20200229,格力电器,000651,空调,销售额,265
7480,20211031,格力电器,000651,空调,销售额,1030
7481,20200531,格力电器,000651,空调,销售额,3367
7482,20210630,格力电器,000651,空调,销售额,5139
7483,20201130,格力电器,000651,空调,销售额,2682
7484,20201031,格力电器,000651,空调,销售额,751
7485,20220430,格力电器,000651,空调,销售额,1153
7486,20220228,格力电器,000651,空调,销售额,627
7487,20220731,格力电器,000651,空调,销售额,4290
7488,20221130,格力电器,000651,空调,销售额,2800
7489,20221231,格力电器,000651,空调,销售额,1608
7490,20230131,格力电器,000651,空调,销售额,956
7491,20230228,格力电器,000651,空调,销售额,942
7492,20230331,格力电器,000651,空调,销售额,1494
7493,20230430,格力电器,000651,空调,销售额,1821
7494,20230531,格力电器,000651,空调,销售额,2348
7495,20230630,格力电器,000651,空调,销售额,5703
7496,20230731,格力电器,000651,空调,销售额,3121
7497,20230731,格力电器,000651,空调,销售额,3121
7498,20230831,格力电器,000651,空调,销售额,4906
7499,20230930,格力电器,000651,空调,销售额,898
7500,20220531,泸州老窖,000568,白酒,销售额,89
7501,20200831,泸州老窖,000568,白酒,销售额,75
7502,20210228,泸州老窖,000568,白酒,销售额,294
7503,20210531,泸州老窖,000568,白酒,销售额,89
7504,20220430,泸州老窖,000568,白酒,销售额,76
7505,20210731,泸州老窖,000568,白酒,销售额,75
7506,20210831,泸州老窖,000568,白酒,销售额,85
7508,20200630,泸州老窖,000568,白酒,销售额,168
7509,20210930,泸州老窖,000568,白酒,销售额,203
7510,20210630,泸州老窖,000568,白酒,销售额,169
7511,20211231,泸州老窖,000568,白酒,销售额,156
7512,20220131,泸州老窖,000568,白酒,销售额,511
7513,20200731,泸州老窖,000568,白酒,销售额,58
7514,20210430,泸州老窖,000568,白酒,销售额,193
7515,20221031,泸州老窖,000568,白酒,销售额,145
7516,20200331,泸州老窖,000568,白酒,销售额,71
7517,20200930,泸州老窖,000568,白酒,销售额,188
7518,20200430,泸州老窖,000568,白酒,销售额,65
7519,20201231,泸州老窖,000568,白酒,销售额,215
7520,20210331,泸州老窖,000568,白酒,销售额,125
7521,20220228,泸州老窖,000568,白酒,销售额,134
7522,20200131,泸州老窖,000568,白酒,销售额,405
7523,20210131,泸州老窖,000568,白酒,销售额,359
7524,20211130,泸州老窖,000568,白酒,销售额,333
7525,20220331,泸州老窖,000568,白酒,销售额,74
7526,20201031,泸州老窖,000568,白酒,销售额,120
7528,20211031,泸州老窖,000568,白酒,销售额,96
7530,20201130,泸州老窖,000568,白酒,销售额,323
7531,20200531,泸州老窖,000568,白酒,销售额,76
7532,20220630,泸州老窖,000568,白酒,销售额,301
7533,20220831,泸州老窖,000568,白酒,销售额,129
7534,20220930,泸州老窖,000568,白酒,销售额,238
7535,20200229,泸州老窖,000568,白酒,销售额,43
7537,20220731,泸州老窖,000568,白酒,销售额,83
7538,20221130,泸州老窖,000568,白酒,销售额,618
7539,20221231,泸州老窖,000568,白酒,销售额,257
7540,20230131,泸州老窖,000568,白酒,销售额,674
7541,20230228,泸州老窖,000568,白酒,销售额,125
7542,20230331,泸州老窖,000568,白酒,销售额,149
7543,20230430,泸州老窖,000568,白酒,销售额,176
7544,20230531,泸州老窖,000568,白酒,销售额,192
7545,20230630,泸州老窖,000568,白酒,销售额,326
7546,20230731,泸州老窖,000568,白酒,销售额,110
7547,20230731,泸州老窖,000568,白酒,销售额,110
7548,20230831,泸州老窖,000568,白酒,销售额,165
7549,20230930,泸州老窖,000568,白酒,销售额,291
7551,20201031,报喜鸟,002154,非运动服装,销售额,82
7552,20220731,报喜鸟,002154,非运动服装,销售额,56
7553,20200430,报喜鸟,002154,非运动服装,销售额,57
7554,20220228,报喜鸟,002154,非运动服装,销售额,60
7555,20220831,报喜鸟,002154,非运动服装,销售额,61
7557,20201130,报喜鸟,002154,非运动服装,销售额,312
7559,20200630,报喜鸟,002154,非运动服装,销售额,114
7560,20210228,报喜鸟,002154,非运动服装,销售额,51
7561,20220930,报喜鸟,002154,非运动服装,销售额,89
7562,20211231,报喜鸟,002154,非运动服装,销售额,121
7563,20210731,报喜鸟,002154,非运动服装,销售额,46
7564,20220131,报喜鸟,002154,非运动服装,销售额,121
7565,20210131,报喜鸟,002154,非运动服装,销售额,77
7566,20211031,报喜鸟,002154,非运动服装,销售额,110
7567,20211130,报喜鸟,002154,非运动服装,销售额,393
7568,20200831,报喜鸟,002154,非运动服装,销售额,39
7569,20220531,报喜鸟,002154,非运动服装,销售额,78
7570,20200131,报喜鸟,002154,非运动服装,销售额,60
7571,20200229,报喜鸟,002154,非运动服装,销售额,43
7572,20210930,报喜鸟,002154,非运动服装,销售额,68
7573,20220331,报喜鸟,002154,非运动服装,销售额,86
7574,20220630,报喜鸟,002154,非运动服装,销售额,168
7575,20201231,报喜鸟,002154,非运动服装,销售额,122
7576,20220430,报喜鸟,002154,非运动服装,销售额,79
7577,20210630,报喜鸟,002154,非运动服装,销售额,139
7578,20200531,报喜鸟,002154,非运动服装,销售额,97
7579,20200731,报喜鸟,002154,非运动服装,销售额,40
7580,20210331,报喜鸟,002154,非运动服装,销售额,117
7581,20210430,报喜鸟,002154,非运动服装,销售额,81
7582,20221031,报喜鸟,002154,非运动服装,销售额,114
7583,20200331,报喜鸟,002154,非运动服装,销售额,62
7584,20200930,报喜鸟,002154,非运动服装,销售额,68
7586,20210531,报喜鸟,002154,非运动服装,销售额,100
7587,20210831,报喜鸟,002154,非运动服装,销售额,46
7588,20221130,报喜鸟,002154,非运动服装,销售额,355
7589,20221231,报喜鸟,002154,非运动服装,销售额,179
7590,20230131,报喜鸟,002154,非运动服装,销售额,123
7591,20230228,报喜鸟,002154,非运动服装,销售额,90
7592,20230331,报喜鸟,002154,非运动服装,销售额,121
7593,20230430,报喜鸟,002154,非运动服装,销售额,117
7594,20230531,报喜鸟,002154,非运动服装,销售额,82
7595,20230630,报喜鸟,002154,非运动服装,销售额,201
7596,20230731,报喜鸟,002154,非运动服装,销售额,58
7597,20230731,报喜鸟,002154,非运动服装,销售额,58
7598,20230831,报喜鸟,002154,非运动服装,销售额,63
7599,20230930,报喜鸟,002154,非运动服装,销售额,75
7600,20220430,惠达卫浴,603385,卫浴制品,销售额,42
7601,20220228,惠达卫浴,603385,卫浴制品,销售额,13
7602,20221031,惠达卫浴,603385,卫浴制品,销售额,37
7603,20200531,惠达卫浴,603385,卫浴制品,销售额,30
7604,20200930,惠达卫浴,603385,卫浴制品,销售额,25
7605,20210630,惠达卫浴,603385,卫浴制品,销售额,55
7606,20211130,惠达卫浴,603385,卫浴制品,销售额,112
7607,20211231,惠达卫浴,603385,卫浴制品,销售额,37
7608,20220331,惠达卫浴,603385,卫浴制品,销售额,44
7609,20200430,惠达卫浴,603385,卫浴制品,销售额,24
7610,20200131,惠达卫浴,603385,卫浴制品,销售额,10
7611,20200229,惠达卫浴,603385,卫浴制品,销售额,6
7613,20210430,惠达卫浴,603385,卫浴制品,销售额,23
7614,20210331,惠达卫浴,603385,卫浴制品,销售额,27
7615,20220930,惠达卫浴,603385,卫浴制品,销售额,31
7616,20200731,惠达卫浴,603385,卫浴制品,销售额,21
7617,20200331,惠达卫浴,603385,卫浴制品,销售额,29
7618,20210228,惠达卫浴,603385,卫浴制品,销售额,11
7619,20220131,惠达卫浴,603385,卫浴制品,销售额,25
7621,20200630,惠达卫浴,603385,卫浴制品,销售额,32
7622,20210930,惠达卫浴,603385,卫浴制品,销售额,33
7623,20211031,惠达卫浴,603385,卫浴制品,销售额,27
7624,20220831,惠达卫浴,603385,卫浴制品,销售额,38
7625,20210731,惠达卫浴,603385,卫浴制品,销售额,26
7626,20210831,惠达卫浴,603385,卫浴制品,销售额,28
7627,20210531,惠达卫浴,603385,卫浴制品,销售额,48
7628,20200831,惠达卫浴,603385,卫浴制品,销售额,30
7629,20201130,惠达卫浴,603385,卫浴制品,销售额,70
7630,20220531,惠达卫浴,603385,卫浴制品,销售额,43
7631,20220731,惠达卫浴,603385,卫浴制品,销售额,29
7634,20201231,惠达卫浴,603385,卫浴制品,销售额,31
7635,20220630,惠达卫浴,603385,卫浴制品,销售额,60
7636,20201031,惠达卫浴,603385,卫浴制品,销售额,58
7637,20210131,惠达卫浴,603385,卫浴制品,销售额,20
7638,20221130,惠达卫浴,603385,卫浴制品,销售额,84
7639,20221231,惠达卫浴,603385,卫浴制品,销售额,43
7640,20230131,惠达卫浴,603385,卫浴制品,销售额,17
7641,20230228,惠达卫浴,603385,卫浴制品,销售额,45
7642,20230331,惠达卫浴,603385,卫浴制品,销售额,71
7643,20230430,惠达卫浴,603385,卫浴制品,销售额,79
7644,20230531,惠达卫浴,603385,卫浴制品,销售额,50
7645,20230630,惠达卫浴,603385,卫浴制品,销售额,96
7646,20230731,惠达卫浴,603385,卫浴制品,销售额,30
7647,20230731,惠达卫浴,603385,卫浴制品,销售额,30
7648,20230831,惠达卫浴,603385,卫浴制品,销售额,54
7649,20230930,惠达卫浴,603385,卫浴制品,销售额,29
7650,20201031,广州酒家,603043,烘焙食品,销售额,89
7651,20200430,广州酒家,603043,烘焙食品,销售额,14
7652,20200531,广州酒家,603043,烘焙食品,销售额,14
7653,20220831,广州酒家,603043,烘焙食品,销售额,177
7654,20210131,广州酒家,603043,烘焙食品,销售额,53
7655,20220131,广州酒家,603043,烘焙食品,销售额,63
7656,20220331,广州酒家,603043,烘焙食品,销售额,12
7658,20200131,广州酒家,603043,烘焙食品,销售额,40
7659,20200229,广州酒家,603043,烘焙食品,销售额,16
7660,20210630,广州酒家,603043,烘焙食品,销售额,44
7661,20211031,广州酒家,603043,烘焙食品,销售额,12
7662,20220531,广州酒家,603043,烘焙食品,销售额,48
7664,20200630,广州酒家,603043,烘焙食品,销售额,26
7665,20210930,广州酒家,603043,烘焙食品,销售额,272
7666,20210331,广州酒家,603043,烘焙食品,销售额,14
7667,20210228,广州酒家,603043,烘焙食品,销售额,28
7668,20220731,广州酒家,603043,烘焙食品,销售额,20
7670,20200731,广州酒家,603043,烘焙食品,销售额,10
7671,20201130,广州酒家,603043,烘焙食品,销售额,19
7672,20220228,广州酒家,603043,烘焙食品,销售额,18
7673,20221031,广州酒家,603043,烘焙食品,销售额,13
7674,20200831,广州酒家,603043,烘焙食品,销售额,33
7675,20211130,广州酒家,603043,烘焙食品,销售额,20
7676,20201231,广州酒家,603043,烘焙食品,销售额,20
7677,20220630,广州酒家,603043,烘焙食品,销售额,18
7678,20210531,广州酒家,603043,烘焙食品,销售额,33
7679,20200331,广州酒家,603043,烘焙食品,销售额,16
7680,20210430,广州酒家,603043,烘焙食品,销售额,11
7681,20211231,广州酒家,603043,烘焙食品,销售额,23
7682,20220430,广州酒家,603043,烘焙食品,销售额,17
7684,20200930,广州酒家,603043,烘焙食品,销售额,259
7685,20220930,广州酒家,603043,烘焙食品,销售额,164
7686,20210731,广州酒家,603043,烘焙食品,销售额,17
7687,20210831,广州酒家,603043,烘焙食品,销售额,62
7688,20221130,广州酒家,603043,烘焙食品,销售额,21
7689,20221231,广州酒家,603043,烘焙食品,销售额,27
7690,20230131,广州酒家,603043,烘焙食品,销售额,48
7691,20230228,广州酒家,603043,烘焙食品,销售额,13
7692,20230331,广州酒家,603043,烘焙食品,销售额,14
7693,20230430,广州酒家,603043,烘焙食品,销售额,14
7694,20230531,广州酒家,603043,烘焙食品,销售额,17
7695,20230630,广州酒家,603043,烘焙食品,销售额,64
7696,20230731,广州酒家,603043,烘焙食品,销售额,12
7697,20230731,广州酒家,603043,烘焙食品,销售额,12
7698,20230831,广州酒家,603043,烘焙食品,销售额,42
7699,20230930,广州酒家,603043,烘焙食品,销售额,278
7700,20201031,奥普家居,603551,卫浴电器,销售额,97
7701,20220430,奥普家居,603551,卫浴电器,销售额,61
7702,20200731,奥普家居,603551,卫浴电器,销售额,65
7703,20210331,奥普家居,603551,卫浴电器,销售额,72
7704,20220531,奥普家居,603551,卫浴电器,销售额,68
7705,20200831,奥普家居,603551,卫浴电器,销售额,69
7706,20210731,奥普家居,603551,卫浴电器,销售额,62
7707,20211031,奥普家居,603551,卫浴电器,销售额,138
7708,20210531,奥普家居,603551,卫浴电器,销售额,76
7710,20201231,奥普家居,603551,卫浴电器,销售额,122
7711,20220630,奥普家居,603551,卫浴电器,销售额,207
7712,20200131,奥普家居,603551,卫浴电器,销售额,40
7713,20201130,奥普家居,603551,卫浴电器,销售额,254
7714,20221031,奥普家居,603551,卫浴电器,销售额,191
7715,20200531,奥普家居,603551,卫浴电器,销售额,69
7716,20220831,奥普家居,603551,卫浴电器,销售额,85
7717,20200331,奥普家居,603551,卫浴电器,销售额,43
7718,20200930,奥普家居,603551,卫浴电器,销售额,80
7719,20220930,奥普家居,603551,卫浴电器,销售额,88
7720,20220228,奥普家居,603551,卫浴电器,销售额,31
7722,20200430,奥普家居,603551,卫浴电器,销售额,66
7724,20200630,奥普家居,603551,卫浴电器,销售额,114
7725,20210930,奥普家居,603551,卫浴电器,销售额,89
7726,20210430,奥普家居,603551,卫浴电器,销售额,66
7727,20200229,奥普家居,603551,卫浴电器,销售额,12
7728,20220131,奥普家居,603551,卫浴电器,销售额,63
7729,20210131,奥普家居,603551,卫浴电器,销售额,72
7730,20210831,奥普家居,603551,卫浴电器,销售额,71
7731,20211130,奥普家居,603551,卫浴电器,销售额,379
7732,20220331,奥普家居,603551,卫浴电器,销售额,71
7733,20210630,奥普家居,603551,卫浴电器,销售额,140
7734,20211231,奥普家居,603551,卫浴电器,销售额,129
7735,20210228,奥普家居,603551,卫浴电器,销售额,26
7736,20220731,奥普家居,603551,卫浴电器,销售额,75
7738,20221130,奥普家居,603551,卫浴电器,销售额,286
7739,20221231,奥普家居,603551,卫浴电器,销售额,147
7740,20230131,奥普家居,603551,卫浴电器,销售额,40
7741,20230228,奥普家居,603551,卫浴电器,销售额,45
7742,20230331,奥普家居,603551,卫浴电器,销售额,65
7743,20230430,奥普家居,603551,卫浴电器,销售额,66
7744,20230531,奥普家居,603551,卫浴电器,销售额,57
7745,20230630,奥普家居,603551,卫浴电器,销售额,193
7746,20230731,奥普家居,603551,卫浴电器,销售额,63
7747,20230731,奥普家居,603551,卫浴电器,销售额,63
7748,20230831,奥普家居,603551,卫浴电器,销售额,86
7749,20230930,奥普家居,603551,卫浴电器,销售额,69
7750,20200131,美的集团,000333,空调,销售额,3878
7751,20200229,美的集团,000333,空调,销售额,2253
7752,20210731,美的集团,000333,空调,销售额,7527
7753,20220131,美的集团,000333,空调,销售额,6423
7754,20201130,美的集团,000333,空调,销售额,10421
7755,20220228,美的集团,000333,空调,销售额,3850
7756,20210831,美的集团,000333,空调,销售额,5183
7757,20211130,美的集团,000333,空调,销售额,11655
7759,20200630,美的集团,000333,空调,销售额,10352
7760,20200930,美的集团,000333,空调,销售额,4483
7761,20201231,美的集团,000333,空调,销售额,6284
7762,20220331,美的集团,000333,空调,销售额,4436
7763,20210131,美的集团,000333,空调,销售额,6141
7764,20211031,美的集团,000333,空调,销售额,5199
7765,20210930,美的集团,000333,空调,销售额,4604
7766,20210228,美的集团,000333,空调,销售额,3668
7767,20210430,美的集团,000333,空调,销售额,4521
7768,20200831,美的集团,000333,空调,销售额,5421
7769,20220930,美的集团,000333,空调,销售额,4140
7770,20210630,美的集团,000333,空调,销售额,11421
7771,20220531,美的集团,000333,空调,销售额,4539
7772,20201031,美的集团,000333,空调,销售额,5162
7773,20211231,美的集团,000333,空调,销售额,5241
7774,20210531,美的集团,000333,空调,销售额,7152
7775,20200531,美的集团,000333,空调,销售额,7423
7776,20210331,美的集团,000333,空调,销售额,5421
7777,20220831,美的集团,000333,空调,销售额,6079
7778,20200731,美的集团,000333,空调,销售额,5578
7779,20221031,美的集团,000333,空调,销售额,4931
7781,20200430,美的集团,000333,空调,销售额,4690
7782,20200331,美的集团,000333,空调,销售额,4497
7783,20220430,美的集团,000333,空调,销售额,3643
7785,20220630,美的集团,000333,空调,销售额,12320
7787,20220731,美的集团,000333,空调,销售额,7086
7788,20221130,美的集团,000333,空调,销售额,12451
7789,20221231,美的集团,000333,空调,销售额,6642
7790,20230131,美的集团,000333,空调,销售额,5604
7791,20230228,美的集团,000333,空调,销售额,4996
7792,20230331,美的集团,000333,空调,销售额,5028
7793,20230430,美的集团,000333,空调,销售额,5160
7794,20230531,美的集团,000333,空调,销售额,5832
7795,20230630,美的集团,000333,空调,销售额,15577
7796,20230731,美的集团,000333,空调,销售额,8380
7797,20230731,美的集团,000333,空调,销售额,8380
7798,20230831,美的集团,000333,空调,销售额,6213
7799,20230930,美的集团,000333,空调,销售额,4800
7800,20220531,双汇发展,000895,肉制品,销售额,53
7801,20220630,双汇发展,000895,肉制品,销售额,61
7802,20200831,双汇发展,000895,肉制品,销售额,68
7803,20201130,双汇发展,000895,肉制品,销售额,89
7804,20220930,双汇发展,000895,肉制品,销售额,70
7805,20211031,双汇发展,000895,肉制品,销售额,71
7806,20200731,双汇发展,000895,肉制品,销售额,68
7807,20210531,双汇发展,000895,肉制品,销售额,64
7808,20210630,双汇发展,000895,肉制品,销售额,76
7809,20200930,双汇发展,000895,肉制品,销售额,73
7810,20200331,双汇发展,000895,肉制品,销售额,79
7811,20210131,双汇发展,000895,肉制品,销售额,84
7813,20200630,双汇发展,000895,肉制品,销售额,70
7814,20210831,双汇发展,000895,肉制品,销售额,74
7815,20210930,双汇发展,000895,肉制品,销售额,76
7816,20211130,双汇发展,000895,肉制品,销售额,112
7817,20220331,双汇发展,000895,肉制品,销售额,59
7818,20200131,双汇发展,000895,肉制品,销售额,51
7819,20220430,双汇发展,000895,肉制品,销售额,52
7820,20200229,双汇发展,000895,肉制品,销售额,50
7821,20210228,双汇发展,000895,肉制品,销售额,44
7822,20210430,双汇发展,000895,肉制品,销售额,65
7824,20200531,双汇发展,000895,肉制品,销售额,69
7825,20220228,双汇发展,000895,肉制品,销售额,55
7826,20220831,双汇发展,000895,肉制品,销售额,63
7827,20221031,双汇发展,000895,肉制品,销售额,70
7828,20210331,双汇发展,000895,肉制品,销售额,68
7829,20210731,双汇发展,000895,肉制品,销售额,69
7830,20211231,双汇发展,000895,肉制品,销售额,82
7832,20201031,双汇发展,000895,肉制品,销售额,67
7833,20220731,双汇发展,000895,肉制品,销售额,58
7834,20200430,双汇发展,000895,肉制品,销售额,74
7835,20220131,双汇发展,000895,肉制品,销售额,86
7837,20201231,双汇发展,000895,肉制品,销售额,74
7838,20221130,双汇发展,000895,肉制品,销售额,84
7839,20221231,双汇发展,000895,肉制品,销售额,78
7840,20230131,双汇发展,000895,肉制品,销售额,50
7841,20230228,双汇发展,000895,肉制品,销售额,51
7842,20230331,双汇发展,000895,肉制品,销售额,61
7843,20230430,双汇发展,000895,肉制品,销售额,59
7844,20230531,双汇发展,000895,肉制品,销售额,48
7845,20230630,双汇发展,000895,肉制品,销售额,58
7846,20230731,双汇发展,000895,肉制品,销售额,59
7847,20230731,双汇发展,000895,肉制品,销售额,59
7848,20230831,双汇发展,000895,肉制品,销售额,60
7849,20230930,双汇发展,000895,肉制品,销售额,67
7850,20210531,创维数字,000810,其他黑色家电,销售额,449
7851,20220430,创维数字,000810,其他黑色家电,销售额,389
7853,20200630,创维数字,000810,其他黑色家电,销售额,691
7854,20201031,创维数字,000810,其他黑色家电,销售额,505
7855,20210131,创维数字,000810,其他黑色家电,销售额,785
7856,20210930,创维数字,000810,其他黑色家电,销售额,545
7857,20220331,创维数字,000810,其他黑色家电,销售额,387
7859,20200831,创维数字,000810,其他黑色家电,销售额,501
7860,20210228,创维数字,000810,其他黑色家电,销售额,438
7861,20211130,创维数字,000810,其他黑色家电,销售额,1085
7862,20200331,创维数字,000810,其他黑色家电,销售额,412
7863,20200930,创维数字,000810,其他黑色家电,销售额,430
7864,20221031,创维数字,000810,其他黑色家电,销售额,596
7865,20210430,创维数字,000810,其他黑色家电,销售额,429
7866,20220531,创维数字,000810,其他黑色家电,销售额,440
7867,20210731,创维数字,000810,其他黑色家电,销售额,608
7868,20201130,创维数字,000810,其他黑色家电,销售额,968
7869,20220228,创维数字,000810,其他黑色家电,销售额,403
7870,20220930,创维数字,000810,其他黑色家电,销售额,524
7871,20220630,创维数字,000810,其他黑色家电,销售额,824
7872,20200131,创维数字,000810,其他黑色家电,销售额,549
7873,20200229,创维数字,000810,其他黑色家电,销售额,226
7874,20200430,创维数字,000810,其他黑色家电,销售额,371
7875,20200531,创维数字,000810,其他黑色家电,销售额,422
7876,20210331,创维数字,000810,其他黑色家电,销售额,429
7877,20211031,创维数字,000810,其他黑色家电,销售额,549
7878,20220131,创维数字,000810,其他黑色家电,销售额,957
7879,20210630,创维数字,000810,其他黑色家电,销售额,770
7880,20211231,创维数字,000810,其他黑色家电,销售额,610
7881,20200731,创维数字,000810,其他黑色家电,销售额,454
7882,20201231,创维数字,000810,其他黑色家电,销售额,637
7883,20220831,创维数字,000810,其他黑色家电,销售额,571
7886,20210831,创维数字,000810,其他黑色家电,销售额,657
7887,20220731,创维数字,000810,其他黑色家电,销售额,573
7888,20221130,创维数字,000810,其他黑色家电,销售额,953
7889,20221231,创维数字,000810,其他黑色家电,销售额,719
7890,20230131,创维数字,000810,其他黑色家电,销售额,795
7891,20230228,创维数字,000810,其他黑色家电,销售额,488
7892,20230331,创维数字,000810,其他黑色家电,销售额,488
7893,20230430,创维数字,000810,其他黑色家电,销售额,533
7894,20230531,创维数字,000810,其他黑色家电,销售额,426
7895,20230630,创维数字,000810,其他黑色家电,销售额,949
7896,20230731,创维数字,000810,其他黑色家电,销售额,609
7897,20230731,创维数字,000810,其他黑色家电,销售额,609
7898,20230831,创维数字,000810,其他黑色家电,销售额,538
7899,20230930,创维数字,000810,其他黑色家电,销售额,474
7900,20220731,欧普照明,603515,照明设备,销售额,341
7902,20220331,欧普照明,603515,照明设备,销售额,347
7903,20210731,欧普照明,603515,照明设备,销售额,512
7904,20200531,欧普照明,603515,照明设备,销售额,317
7905,20220831,欧普照明,603515,照明设备,销售额,300
7906,20201031,欧普照明,603515,照明设备,销售额,441
7907,20200131,欧普照明,603515,照明设备,销售额,240
7908,20200229,欧普照明,603515,照明设备,销售额,134
7909,20220430,欧普照明,603515,照明设备,销售额,293
7910,20210228,欧普照明,603515,照明设备,销售额,237
7911,20220228,欧普照明,603515,照明设备,销售额,278
7913,20200630,欧普照明,603515,照明设备,销售额,406
7914,20210331,欧普照明,603515,照明设备,销售额,413
7915,20210430,欧普照明,603515,照明设备,销售额,352
7916,20221031,欧普照明,603515,照明设备,销售额,298
7917,20200930,欧普照明,603515,照明设备,销售额,409
7918,20211231,欧普照明,603515,照明设备,销售额,623
7919,20220531,欧普照明,603515,照明设备,销售额,354
7920,20201231,欧普照明,603515,照明设备,销售额,555
7921,20200831,欧普照明,603515,照明设备,销售额,366
7922,20201130,欧普照明,603515,照明设备,销售额,778
7923,20210131,欧普照明,603515,照明设备,销售额,475
7924,20211031,欧普照明,603515,照明设备,销售额,568
7925,20211130,欧普照明,603515,照明设备,销售额,1024
7926,20220930,欧普照明,603515,照明设备,销售额,309
7927,20210831,欧普照明,603515,照明设备,销售额,553
7928,20200430,欧普照明,603515,照明设备,销售额,296
7929,20210531,欧普照明,603515,照明设备,销售额,419
7930,20200731,欧普照明,603515,照明设备,销售额,300
7931,20210930,欧普照明,603515,照明设备,销售额,574
7933,20220131,欧普照明,603515,照明设备,销售额,493
7934,20200331,欧普照明,603515,照明设备,销售额,251
7935,20210630,欧普照明,603515,照明设备,销售额,633
7937,20220630,欧普照明,603515,照明设备,销售额,567
7938,20221130,欧普照明,603515,照明设备,销售额,483
7939,20221231,欧普照明,603515,照明设备,销售额,327
7940,20230131,欧普照明,603515,照明设备,销售额,201
7941,20230228,欧普照明,603515,照明设备,销售额,216
7942,20230331,欧普照明,603515,照明设备,销售额,242
7943,20230430,欧普照明,603515,照明设备,销售额,261
7944,20230531,欧普照明,603515,照明设备,销售额,219
7945,20230630,欧普照明,603515,照明设备,销售额,464
7946,20230731,欧普照明,603515,照明设备,销售额,234
7947,20230731,欧普照明,603515,照明设备,销售额,234
7948,20230831,欧普照明,603515,照明设备,销售额,278
7949,20230930,欧普照明,603515,照明设备,销售额,296
7950,20200831,金牌厨柜,603180,定制家居,销售额,33
7951,20220531,金牌厨柜,603180,定制家居,销售额,174
7953,20210930,金牌厨柜,603180,定制家居,销售额,73
7954,20210731,金牌厨柜,603180,定制家居,销售额,45
7955,20210131,金牌厨柜,603180,定制家居,销售额,12
7958,20210430,金牌厨柜,603180,定制家居,销售额,32
7959,20201231,金牌厨柜,603180,定制家居,销售额,32
7960,20220630,金牌厨柜,603180,定制家居,销售额,88
